"","genes_list","description"
"5484","FLT4","fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]"
"5485","FLVCR1","FLVCR heme transporter 1 [Source:HGNC Symbol;Acc:HGNC:24682]"
"5486","FLVCR2","FLVCR heme transporter 2 [Source:HGNC Symbol;Acc:HGNC:20105]"
"5487","FLYWCH2","FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178]"
"5488","FMC1","formation of mitochondrial complex V assembly factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:26946]"
"5489","FMN1","formin 1 [Source:HGNC Symbol;Acc:HGNC:3768]"
"5490","FMN2","formin 2 [Source:HGNC Symbol;Acc:HGNC:14074]"
"5491","FMNL1","formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]"
"5492","FMNL2","formin like 2 [Source:HGNC Symbol;Acc:HGNC:18267]"
"5493","FMNL3","formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698]"
"5494","FMO1","flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]"
"5495","FMO2","flavin containing dimethylaniline monoxygenase 2 [Source:HGNC Symbol;Acc:HGNC:3770]"
"5496","FMO3","flavin containing dimethylaniline monoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]"
"5497","FMO4","flavin containing dimethylaniline monoxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772]"
"5498","FMO5","flavin containing dimethylaniline monoxygenase 5 [Source:HGNC Symbol;Acc:HGNC:3773]"
"5499","FMOD","fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]"
"5500","FMR1","fragile X messenger ribonucleoprotein 1 [Source:HGNC Symbol;Acc:HGNC:3775]"
"5501","FMR1NB","FMR1 neighbor [Source:HGNC Symbol;Acc:HGNC:26372]"
"5502","FN1","fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
"5503","FN3K","fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]"
"5504","FN3KRP","fructosamine 3 kinase related protein [Source:HGNC Symbol;Acc:HGNC:25700]"
"5505","FNBP1","formin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17069]"
"5506","FNBP1L","formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]"
"5507","FNBP4","formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752]"
"5508","FNDC1","fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21184]"
"5509","FNDC10","fibronectin type III domain containing 10 [Source:HGNC Symbol;Acc:HGNC:42951]"
"5510","FNDC11","fibronectin type III domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28764]"
"5511","FNDC3A","fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]"
"5512","FNDC3B","fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]"
"5513","FNDC4","fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]"
"5514","FNDC5","fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240]"
"5515","FNDC7","fibronectin type III domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26668]"
"5516","FNDC8","fibronectin type III domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25286]"
"5517","FNDC9","fibronectin type III domain containing 9 [Source:HGNC Symbol;Acc:HGNC:33547]"
"5518","FNIP1","folliculin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29418]"
"5519","FNIP2","folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]"
"5520","FNTB","farnesyltransferase, CAAX box, beta [Source:HGNC Symbol;Acc:HGNC:3785]"
"5521","FOCAD","focadhesin [Source:HGNC Symbol;Acc:HGNC:23377]"
"5522","FOLR1","folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]"
"5523","FOLR2","folate receptor beta [Source:HGNC Symbol;Acc:HGNC:3793]"
"5524","FOPNL",NA
"5525","FOS","Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]"
"5526","FOSB","FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]"
"5527","FOSL1","FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]"
"5528","FOSL2","FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]"
"5529","FOXA1","forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021]"
"5530","FOXA2","forkhead box A2 [Source:HGNC Symbol;Acc:HGNC:5022]"
"5531","FOXA3","forkhead box A3 [Source:HGNC Symbol;Acc:HGNC:5023]"
"5532","FOXB1","forkhead box B1 [Source:HGNC Symbol;Acc:HGNC:3799]"
"5533","FOXB2","forkhead box B2 [Source:HGNC Symbol;Acc:HGNC:23315]"
"5534","FOXC1","forkhead box C1 [Source:HGNC Symbol;Acc:HGNC:3800]"
"5535","FOXC2","forkhead box C2 [Source:HGNC Symbol;Acc:HGNC:3801]"
"5536","FOXD1","forkhead box D1 [Source:HGNC Symbol;Acc:HGNC:3802]"
"5537","FOXD2","forkhead box D2 [Source:HGNC Symbol;Acc:HGNC:3803]"
"5538","FOXD3","forkhead box D3 [Source:HGNC Symbol;Acc:HGNC:3804]"
"5539","FOXD4","forkhead box D4 [Source:HGNC Symbol;Acc:HGNC:3805]"
"5540","FOXD4L6","forkhead box D4 like 6 [Source:HGNC Symbol;Acc:HGNC:31986]"
"5541","FOXE1","forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806]"
"5542","FOXE3","forkhead box E3 [Source:HGNC Symbol;Acc:HGNC:3808]"
"5543","FOXF1","forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809]"
"5544","FOXF2","forkhead box F2 [Source:HGNC Symbol;Acc:HGNC:3810]"
"5545","FOXG1","forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811]"
"5546","FOXI1","forkhead box I1 [Source:HGNC Symbol;Acc:HGNC:3815]"
"5547","FOXI2","forkhead box I2 [Source:HGNC Symbol;Acc:HGNC:32448]"
"5548","FOXI3","forkhead box I3 [Source:HGNC Symbol;Acc:HGNC:35123]"
"5549","FOXJ1","forkhead box J1 [Source:HGNC Symbol;Acc:HGNC:3816]"
"5550","FOXJ2","forkhead box J2 [Source:HGNC Symbol;Acc:HGNC:24818]"
"5551","FOXJ3","forkhead box J3 [Source:HGNC Symbol;Acc:HGNC:29178]"
"5552","FOXK1","forkhead box K1 [Source:HGNC Symbol;Acc:HGNC:23480]"
"5553","FOXK2","forkhead box K2 [Source:HGNC Symbol;Acc:HGNC:6036]"
"5554","FOXL1","forkhead box L1 [Source:HGNC Symbol;Acc:HGNC:3817]"
"5555","FOXL2","forkhead box L2 [Source:HGNC Symbol;Acc:HGNC:1092]"
"5556","FOXL2NB","FOXL2 neighbor [Source:HGNC Symbol;Acc:HGNC:34428]"
"5557","FOXM1","forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]"
"5558","FOXN1","forkhead box N1 [Source:HGNC Symbol;Acc:HGNC:12765]"
"5559","FOXN2","forkhead box N2 [Source:HGNC Symbol;Acc:HGNC:5281]"
"5560","FOXN3","forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]"
"5561","FOXN4","forkhead box N4 [Source:HGNC Symbol;Acc:HGNC:21399]"
"5562","FOXO1","forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]"
"5563","FOXO3","forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]"
"5564","FOXO4","forkhead box O4 [Source:HGNC Symbol;Acc:HGNC:7139]"
"5565","FOXO6","forkhead box O6 [Source:HGNC Symbol;Acc:HGNC:24814]"
"5566","FOXP1","forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]"
"5567","FOXP2","forkhead box P2 [Source:HGNC Symbol;Acc:HGNC:13875]"
"5568","FOXP3","forkhead box P3 [Source:HGNC Symbol;Acc:HGNC:6106]"
"5569","FOXP4","forkhead box P4 [Source:HGNC Symbol;Acc:HGNC:20842]"
"5570","FOXQ1","forkhead box Q1 [Source:HGNC Symbol;Acc:HGNC:20951]"
"5571","FOXR1","forkhead box R1 [Source:HGNC Symbol;Acc:HGNC:29980]"
"5572","FOXRED1","FAD dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927]"
"5573","FOXRED2","FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]"
"5574","FOXS1","forkhead box S1 [Source:HGNC Symbol;Acc:HGNC:3735]"
"5575","FP565260.1",NA
"5576","FPGS","folylpolyglutamate synthase [Source:HGNC Symbol;Acc:HGNC:3824]"
"5577","FPGT","fucose-1-phosphate guanylyltransferase [Source:HGNC Symbol;Acc:HGNC:3825]"
"5578","FPR1","formyl peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:3826]"
"5579","FPR2","formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]"
"5580","FPR3","formyl peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:3828]"
"5581","FRA10AC1","FRA10A associated CGG repeat 1 [Source:HGNC Symbol;Acc:HGNC:1162]"
"5582","FRAS1","Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185]"
"5583","FRAT1","FRAT regulator of WNT signaling pathway 1 [Source:HGNC Symbol;Acc:HGNC:3944]"
"5584","FRAT2","FRAT regulator of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:16048]"
"5585","FREM1","FRAS1 related extracellular matrix 1 [Source:HGNC Symbol;Acc:HGNC:23399]"
"5586","FREM2","FRAS1 related extracellular matrix 2 [Source:HGNC Symbol;Acc:HGNC:25396]"
"5587","FREM3","FRAS1 related extracellular matrix 3 [Source:HGNC Symbol;Acc:HGNC:25172]"
"5588","FRG1","FSHD region gene 1 [Source:HGNC Symbol;Acc:HGNC:3954]"
"5589","FRK","fyn related Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3955]"
"5590","FRMD1","FERM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21240]"
"5591","FRMD3","FERM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24125]"
"5592","FRMD4A","FERM domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25491]"
"5593","FRMD4B","FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]"
"5594","FRMD5","FERM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28214]"
"5595","FRMD6","FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]"
"5596","FRMD7","FERM domain containing 7 [Source:HGNC Symbol;Acc:HGNC:8079]"
"5597","FRMD8","FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]"
"5598","FRMPD1","FERM and PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29159]"
"5599","FRMPD2","FERM and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28572]"
"5600","FRMPD3","FERM and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29382]"
"5601","FRMPD4","FERM and PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29007]"
"5602","FRRS1","ferric chelate reductase 1 [Source:HGNC Symbol;Acc:HGNC:27622]"
"5603","FRRS1L","ferric chelate reductase 1 like [Source:HGNC Symbol;Acc:HGNC:1362]"
"5604","FRS2","fibroblast growth factor receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:16971]"
"5605","FRS3","fibroblast growth factor receptor substrate 3 [Source:HGNC Symbol;Acc:HGNC:16970]"
"5606","FRY","FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]"
"5607","FRYL","FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]"
"5608","FRZB","frizzled related protein [Source:HGNC Symbol;Acc:HGNC:3959]"
"5609","FSCB","fibrous sheath CABYR binding protein [Source:HGNC Symbol;Acc:HGNC:20494]"
"5610","FSCN1","fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]"
"5611","FSCN2","fascin actin-bundling protein 2, retinal [Source:HGNC Symbol;Acc:HGNC:3960]"
"5612","FSCN3","fascin actin-bundling protein 3 [Source:HGNC Symbol;Acc:HGNC:3961]"
"5613","FSD1","fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13745]"
"5614","FSD1L","fibronectin type III and SPRY domain containing 1 like [Source:HGNC Symbol;Acc:HGNC:13753]"
"5615","FSD2","fibronectin type III and SPRY domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18024]"
"5616","FSHB","follicle stimulating hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:3964]"
"5617","FSHR","follicle stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:3969]"
"5618","FSIP1","fibrous sheath interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21674]"
"5619","FSIP2","fibrous sheath interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:21675]"
"5620","FST","follistatin [Source:HGNC Symbol;Acc:HGNC:3971]"
"5621","FSTL1","follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]"
"5622","FSTL3","follistatin like 3 [Source:HGNC Symbol;Acc:HGNC:3973]"
"5623","FSTL4","follistatin like 4 [Source:HGNC Symbol;Acc:HGNC:21389]"
"5624","FSTL5","follistatin like 5 [Source:HGNC Symbol;Acc:HGNC:21386]"
"5625","FTCD","formimidoyltransferase cyclodeaminase [Source:HGNC Symbol;Acc:HGNC:3974]"
"5626","FTCDNL1","formiminotransferase cyclodeaminase N-terminal like [Source:HGNC Symbol;Acc:HGNC:48661]"
"5627","FTH1","ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]"
"5628","FTHL17","ferritin heavy chain like 17 [Source:HGNC Symbol;Acc:HGNC:3987]"
"5629","FTL","ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999]"
"5630","FTMT","ferritin mitochondrial [Source:HGNC Symbol;Acc:HGNC:17345]"
"5631","FTSJ1","FtsJ RNA 2'-O-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13254]"
"5632","FTSJ3","FtsJ RNA 2'-O-methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17136]"
"5633","FUBP1","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]"
"5634","FUBP3","far upstream element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4005]"
"5635","FUCA2","alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]"
"5636","FUNDC1","FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746]"
"5637","FUNDC2","FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]"
"5638","FUOM","fucose mutarotase [Source:HGNC Symbol;Acc:HGNC:24733]"
"5639","FURIN","furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]"
"5640","FUS","FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]"
"5641","FUT1","fucosyltransferase 1 (H blood group) [Source:HGNC Symbol;Acc:HGNC:4012]"
"5642","FUT10","fucosyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19234]"
"5643","FUT11","fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233]"
"5644","FUT2","fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4013]"
"5645","FUT3","fucosyltransferase 3 (Lewis blood group) [Source:HGNC Symbol;Acc:HGNC:4014]"
"5646","FUT4","fucosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4015]"
"5647","FUT5","fucosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4016]"
"5648","FUT6","fucosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4017]"
"5649","FUT7","fucosyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4018]"
"5650","FUT8","fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]"
"5651","FUT9","fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020]"
"5652","FUZ","fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]"
"5653","FXR1","FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023]"
"5654","FXR2","FMR1 autosomal homolog 2 [Source:HGNC Symbol;Acc:HGNC:4024]"
"5655","FXYD1","FXYD domain containing ion transport regulator 1 [Source:HGNC Symbol;Acc:HGNC:4025]"
"5656","FXYD2","FXYD domain containing ion transport regulator 2 [Source:HGNC Symbol;Acc:HGNC:4026]"
"5657","FXYD3","FXYD domain containing ion transport regulator 3 [Source:HGNC Symbol;Acc:HGNC:4027]"
"5658","FXYD4","FXYD domain containing ion transport regulator 4 [Source:HGNC Symbol;Acc:HGNC:4028]"
"5659","FXYD5","FXYD domain containing ion transport regulator 5 [Source:HGNC Symbol;Acc:HGNC:4029]"
"5660","FXYD6","FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:HGNC:4030]"
"5661","FXYD7","FXYD domain containing ion transport regulator 7 [Source:HGNC Symbol;Acc:HGNC:4034]"
"5662","FYB1","FYN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4036]"
"5663","FYB2","FYN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:27295]"
"5664","FYCO1","FYVE and coiled-coil domain autophagy adaptor 1 [Source:HGNC Symbol;Acc:HGNC:14673]"
"5665","FYN","FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]"
"5666","FZD1","frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]"
"5667","FZD2","frizzled class receptor 2 [Source:HGNC Symbol;Acc:HGNC:4040]"
"5668","FZD3","frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]"
"5669","FZD4","frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]"
"5670","FZD5","frizzled class receptor 5 [Source:HGNC Symbol;Acc:HGNC:4043]"
"5671","FZD6","frizzled class receptor 6 [Source:HGNC Symbol;Acc:HGNC:4044]"
"5672","FZD7","frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]"
"5673","FZD8","frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]"
"5674","FZD9","frizzled class receptor 9 [Source:HGNC Symbol;Acc:HGNC:4047]"
"5675","FZR1","fizzy and cell division cycle 20 related 1 [Source:HGNC Symbol;Acc:HGNC:24824]"
"5676","G0S2","G0/G1 switch 2 [Source:HGNC Symbol;Acc:HGNC:30229]"
"5677","G2E3","G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]"
"5678","G3BP2","G3BP stress granule assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:30291]"
"5679","G6PC",NA
"5680","G6PC2","glucose-6-phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:28906]"
"5681","G6PC3","glucose-6-phosphatase catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:24861]"
"5682","G6PD","glucose-6-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4057]"
"5683","GAA","alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065]"
"5684","GAB1","GRB2 associated binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4066]"
"5685","GAB2","GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]"
"5686","GAB3","GRB2 associated binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17515]"
"5687","GAB4","GRB2 associated binding protein family member 4 [Source:HGNC Symbol;Acc:HGNC:18325]"
"5688","GABARAP","GABA type A receptor-associated protein [Source:HGNC Symbol;Acc:HGNC:4067]"
"5689","GABARAPL1","GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]"
"5690","GABARAPL2","GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]"
"5691","GABBR1","gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]"
"5692","GABBR2","gamma-aminobutyric acid type B receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:4507]"
"5693","GABPA","GA binding protein transcription factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:4071]"
"5694","GABPB1","GA binding protein transcription factor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4074]"
"5695","GABPB2","GA binding protein transcription factor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:28441]"
"5696","GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1 [Source:HGNC Symbol;Acc:HGNC:4075]"
"5697","GABRA2","gamma-aminobutyric acid type A receptor subunit alpha2 [Source:HGNC Symbol;Acc:HGNC:4076]"
"5698","GABRA3","gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]"
"5699","GABRA4","gamma-aminobutyric acid type A receptor subunit alpha4 [Source:HGNC Symbol;Acc:HGNC:4078]"
"5700","GABRA5","gamma-aminobutyric acid type A receptor subunit alpha5 [Source:HGNC Symbol;Acc:HGNC:4079]"
"5701","GABRA6","gamma-aminobutyric acid type A receptor subunit alpha6 [Source:HGNC Symbol;Acc:HGNC:4080]"
"5702","GABRB1","gamma-aminobutyric acid type A receptor subunit beta1 [Source:HGNC Symbol;Acc:HGNC:4081]"
"5703","GABRB2","gamma-aminobutyric acid type A receptor subunit beta2 [Source:HGNC Symbol;Acc:HGNC:4082]"
"5704","GABRB3","gamma-aminobutyric acid type A receptor subunit beta3 [Source:HGNC Symbol;Acc:HGNC:4083]"
"5705","GABRD","gamma-aminobutyric acid type A receptor subunit delta [Source:HGNC Symbol;Acc:HGNC:4084]"
"5706","GABRE","gamma-aminobutyric acid type A receptor subunit epsilon [Source:HGNC Symbol;Acc:HGNC:4085]"
"5707","GABRG1","gamma-aminobutyric acid type A receptor subunit gamma1 [Source:HGNC Symbol;Acc:HGNC:4086]"
"5708","GABRG2","gamma-aminobutyric acid type A receptor subunit gamma2 [Source:HGNC Symbol;Acc:HGNC:4087]"
"5709","GABRG3","gamma-aminobutyric acid type A receptor subunit gamma3 [Source:HGNC Symbol;Acc:HGNC:4088]"
"5710","GABRP","gamma-aminobutyric acid type A receptor subunit pi [Source:HGNC Symbol;Acc:HGNC:4089]"
"5711","GABRQ","gamma-aminobutyric acid type A receptor subunit theta [Source:HGNC Symbol;Acc:HGNC:14454]"
"5712","GABRR1","gamma-aminobutyric acid type A receptor subunit rho1 [Source:HGNC Symbol;Acc:HGNC:4090]"
"5713","GABRR2","gamma-aminobutyric acid type A receptor subunit rho2 [Source:HGNC Symbol;Acc:HGNC:4091]"
"5714","GABRR3","gamma-aminobutyric acid type A receptor subunit rho3 [Source:HGNC Symbol;Acc:HGNC:17969]"
"5715","GAD1","glutamate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:4092]"
"5716","GAD2","glutamate decarboxylase 2 [Source:HGNC Symbol;Acc:HGNC:4093]"
"5717","GADD45A","growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]"
"5718","GADD45B","growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]"
"5719","GADD45G","growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]"
"5720","GADD45GIP1","GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]"
"5721","GADL1","glutamate decarboxylase like 1 [Source:HGNC Symbol;Acc:HGNC:27949]"
"5722","GAGE10","G antigen 10 [Source:HGNC Symbol;Acc:HGNC:30968]"
"5723","GAK","cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]"
"5724","GAL","galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]"
"5725","GAL3ST1","galactose-3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24240]"
"5726","GAL3ST2","galactose-3-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:24869]"
"5727","GAL3ST3","galactose-3-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:24144]"
"5728","GAL3ST4","galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:24145]"
"5729","GALC","galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115]"
"5730","GALE","UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116]"
"5731","GALK2","galactokinase 2 [Source:HGNC Symbol;Acc:HGNC:4119]"
"5732","GALM","galactose mutarotase [Source:HGNC Symbol;Acc:HGNC:24063]"
"5733","GALNS","galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122]"
"5734","GALNT1","polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]"
"5735","GALNT10","polypeptide N-acetylgalactosaminyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19873]"
"5736","GALNT11","polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875]"
"5737","GALNT12","polypeptide N-acetylgalactosaminyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19877]"
"5738","GALNT13","polypeptide N-acetylgalactosaminyltransferase 13 [Source:HGNC Symbol;Acc:HGNC:23242]"
"5739","GALNT14","polypeptide N-acetylgalactosaminyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:22946]"
"5740","GALNT15","polypeptide N-acetylgalactosaminyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:21531]"
"5741","GALNT16","polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]"
"5742","GALNT17","polypeptide N-acetylgalactosaminyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:16347]"
"5743","GALNT18","polypeptide N-acetylgalactosaminyltransferase 18 [Source:HGNC Symbol;Acc:HGNC:30488]"
"5744","GALNT2","polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]"
"5745","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]"
